V1,V2,V3,V4,V5,V6,V7,V8
-0.9034265963513723,-1.126161699869758,-0.6685066008452087,-1.8046918591511105,0.9365861825298778,0.1934737839034488,0.005149701755055123,
-0.3670513401179304,0.770358846318161,-0.5705895221594924,0.38599998941956676,-0.10047048484409778,0.8639175479454901,-0.605290566008577,
-1.1716142244680934,0.5897378419193116,-0.4530890277366328,0.38167810531674623,-0.3827749909148834,1.0502977080522766,-1.0458068669941059,
1.349349479829084,0.49942733971988684,-0.002670465782337655,-0.04304650621025474,0.1576880017798699,-0.5991050015252752,0.2528723273802694,
-1.359345564149798,-1.0960581991366163,-0.3551719490509165,1.9445619923239856,-1.0713034014077656,-0.25452616990722415,-0.08865764745012487,
0.4375115442322325,-0.07253917420980298,-0.47267244347377607,-0.40809879103760305,-0.46506731427074316,-1.1533098029170499,-0.6895856664604808,
-0.44750762855294673,2.6066723910397966,2.9348418947891526,-0.7615950268272728,0.9937465878637476,-0.936638319056522,0.2278432686875975,
-1.1447954616564213,-0.915437194737767,-0.19850462315377032,-1.2338458801965666,0.7093149268181091,0.6847562899324535,0.051248444737888935,
-1.359345564149798,-0.9756441962040501,-0.3160051175766299,2.027840515378314,-0.7857457738978159,-0.0592329081786812,-0.19047555565830998,
2.207549889802591,-0.19295317714236926,-0.47267244347377607,-0.23136923710300966,0.3468711446557992,0.9769273044608793,-0.2158682324070035,
-0.3938701029296025,-0.3133671800749355,-0.5314226906852059,0.5470151888392414,0.6040291358463498,0.8593847179476515,-0.9052460906157485,
-0.9034265963513723,0.3188063353210374,-0.5901729378966357,2.1953354497428337,-0.6041491445089696,-0.5128586489302718,0.39939944983176406,
-0.3670513401179304,0.3790133367873206,0.7219159164919632,-0.9133879695492481,-2.391118041680095,-0.025595833997271465,-0.4476477464390029,
-1.1447954616564213,2.0046023763769654,2.9935921420005824,-0.8632915826371609,0.8890262683436869,-0.20018437325230126,0.3562678808337445,
1.8052684476275094,-0.40367768227436024,-0.2572548703652001,0.1514559472428362,-0.5928623004331438,1.2728954216729884,0.3439865239281105,
-1.1984329872797654,0.3790133367873206,-0.6489231851080655,1.8378453105069277,-1.8693793177562068,-0.1682999821972346,1.0303505041289234,
1.0275243260890186,-0.012332172743519833,-0.08100412873091073,-0.13612949451751327,0.01621954638629207,1.0912674661654809,0.8662495010263203,
0.8934305120306582,-0.49398818447378495,-0.12017096020519726,-0.01628966396161415,0.43485337776618105,0.27822992537146174,1.2244630492238957,
0.9470680376540024,-0.40367768227436024,-0.17892120741662706,0.027781356481930305,0.754170487222301,-0.347221142025103,1.3278525738856102,
0.24978020455052782,0.13818533092218802,0.056079781429092146,3.241053055761639,0.9702186710372134,0.4718707671134568,1.1482380388171027,
-0.7425140194813398,0.6499448433855947,-0.6097563536337789,-0.1386199638127843,-0.3432620236947201,0.9339275766531051,-0.9898700895085228,
-0.44750762855294673,2.395947885907806,3.0131755577377257,-2.0173442983991956,0.3877379017836103,-0.867975540562961,-0.5067645169889372,
1.0275243260890186,-0.25316017860865236,-0.23767145462805686,-0.8361000648615199,0.40488996370434993,-0.04327903494275681,1.5078572147397327,
-1.117976698844749,-1.3067827042686073,-0.7468402637937818,-0.633675309463475,0.9974734007204686,-0.6020857509801245,-0.020838579209085127,
-1.332526801338126,-0.16284967640922768,-0.47267244347377607,0.7401425336168095,0.6378820392294962,-0.3144010521951465,-0.7940995535041706,
-0.7425140194813398,-0.8853336940046254,-0.3160051175766299,0.49957903030160816,-1.1532109052722,-1.093238775995917,-0.17035669993051017,
-1.064339173221405,0.7402553455850194,-0.5118392749480626,-0.33055540270882805,-2.217129534705852,-0.6924152354272618,0.18203580808922507,
-0.3134138144945862,2.2755338829752394,3.032758973474869,1.7312315189948897,0.5279345025201068,-0.7914162994052388,-0.5757794559629036,
-1.117976698844749,0.10808183018904645,-0.47267244347377607,0.8475156700042221,0.8245635679158647,0.8913071716457938,-1.086097488560572,
-0.3134138144945862,-0.9756441962040501,-0.766423679530925,-2.4311479639077143,1.020435573587916,-0.15767365813227943,0.06568253173288678,
